Transaction_ID,Date,Category,Region,Sales_Amount,Quantity,Discount,Profit_Margin,Payment_Method,Customer_Rating,Net_Profit
TRX-000628,2023-02-08 23:00:00,Books,Europe,3898.22,6,0.08,0.12,Bank Transfer,4.3,467.79
TRX-000629,2022-03-04 19:00:00,Home & Kitchen,North America,4660.89,6,0.09,0.17,Crypto,2.8,792.35
TRX-000630,2023-01-24 22:00:00,Electronics,Middle East,2007.27,3,0.27,0.33,Crypto,4.2,662.4
TRX-000631,2022-01-24 08:00:00,Sports,Latin America,3129.85,8,0.1,0.18,PayPal,2.1,563.37
TRX-000632,2022-07-11 04:00:00,Home & Kitchen,North America,4021.74,1,0.2,0.37,Bank Transfer,1.7,1488.04
TRX-000633,2022-03-11 01:00:00,Sports,North America,606.66,6,0.03,0.15,Credit Card,4.2,91.0
TRX-000634,2022-08-22 15:00:00,Electronics,Middle East,1694.05,1,0.1,0.37,Credit Card,4.0,626.8
TRX-000635,2022-01-29 10:00:00,Home & Kitchen,Latin America,3341.41,1,0.1,0.21,Crypto,3.6,701.7
TRX-000636,2022-04-11 13:00:00,Sports,Middle East,1924.39,1,0.11,0.05,Bank Transfer,3.4,96.22
TRX-000637,2022-10-30 07:00:00,Home & Kitchen,Middle East,4605.56,2,0.11,0.1,Bank Transfer,3.5,460.56
TRX-000638,2022-10-29 02:00:00,Electronics,Latin America,3872.77,3,0.29,0.36,Crypto,2.0,1394.2
TRX-000639,2022-01-28 11:00:00,Fashion,Europe,4590.1,4,0.3,0.11,Crypto,2.6,504.91
TRX-000640,2022-07-05 01:00:00,Home & Kitchen,Latin America,2205.79,9,0.15,0.07,Crypto,4.8,154.41
TRX-000641,2023-01-05 20:00:00,Electronics,Europe,3014.4,6,0.02,0.27,Bank Transfer,4.8,813.89
TRX-000642,2022-09-11 15:00:00,Beauty,Asia-Pacific,4525.11,5,0.18,0.1,Crypto,1.9,452.51
TRX-000643,2022-03-18 18:00:00,Beauty,Latin America,675.03,1,0.23,0.15,Crypto,1.4,101.25
TRX-000644,2022-12-12 04:00:00,Home & Kitchen,Latin America,4319.54,8,0.01,0.2,Credit Card,3.9,863.91
TRX-000645,2022-07-27 16:00:00,Electronics,Latin America,2146.35,1,0.16,0.35,Crypto,2.9,751.22
TRX-000646,2022-04-11 16:00:00,Home & Kitchen,Latin America,3640.29,9,0.11,0.07,Bank Transfer,1.2,254.82
TRX-000647,2022-03-06 06:00:00,Fashion,Asia-Pacific,3485.14,7,0.08,0.33,Crypto,3.7,1150.1
TRX-000648,2023-02-17 07:00:00,Electronics,North America,1164.62,2,0.15,0.1,Bank Transfer,2.0,116.46
TRX-000649,2023-01-06 00:00:00,Beauty,Latin America,4112.66,6,0.24,0.19,Bank Transfer,2.2,781.41
TRX-000650,2022-07-25 14:00:00,Sports,Latin America,327.97,9,0.22,0.18,Bank Transfer,4.8,59.03
TRX-000651,2022-10-18 11:00:00,Beauty,Europe,2674.65,4,0.25,0.28,Crypto,2.9,748.9
TRX-000652,2022-05-11 19:00:00,Books,Latin America,4098.63,4,0.04,0.24,Bank Transfer,4.7,983.67
TRX-000653,2022-10-02 06:00:00,Electronics,Europe,2429.36,7,0.19,0.16,Credit Card,3.0,388.7
TRX-000654,2022-10-13 10:00:00,Beauty,Middle East,809.33,5,0.22,0.2,Credit Card,4.9,161.87
TRX-000655,2022-04-05 07:00:00,Books,Middle East,587.55,5,0.09,0.31,Credit Card,2.8,182.14
TRX-000656,2022-10-09 20:00:00,Home & Kitchen,North America,426.89,7,0.2,0.26,Crypto,3.4,110.99
TRX-000657,2022-02-15 20:00:00,Electronics,Latin America,3462.8,1,0.23,0.2,PayPal,2.5,692.56
TRX-000658,2022-05-16 04:00:00,Beauty,Latin America,4756.2,4,0.28,0.19,Bank Transfer,4.2,903.68
TRX-000659,2022-08-20 08:00:00,Electronics,Latin America,1595.88,7,0.28,0.17,PayPal,2.1,271.3
TRX-000660,2022-12-06 00:00:00,Books,Europe,1506.15,4,0.18,0.13,Crypto,2.2,195.8
TRX-000661,2022-06-29 04:00:00,Books,Asia-Pacific,3777.31,2,0.17,0.23,PayPal,3.1,868.78
TRX-000662,2022-03-11 11:00:00,Fashion,North America,2728.69,4,0.11,0.09,PayPal,1.8,245.58
TRX-000663,2022-12-29 22:00:00,Sports,Asia-Pacific,4711.04,3,0.25,0.06,Credit Card,3.7,282.66
TRX-000664,2022-05-27 18:00:00,Beauty,Asia-Pacific,711.87,2,0.11,0.33,Bank Transfer,2.4,234.92
TRX-000665,2022-02-24 13:00:00,Books,North America,3623.91,3,0.24,0.3,PayPal,4.3,1087.17
TRX-000666,2022-11-02 00:00:00,Beauty,North America,1696.53,5,0.11,0.32,PayPal,5.0,542.89
TRX-000667,2022-04-15 08:00:00,Books,Europe,3869.02,6,0.3,0.21,Crypto,2.0,812.49
TRX-000668,2022-03-11 16:00:00,Home & Kitchen,Europe,4604.8,1,0.21,0.11,Crypto,4.5,506.53
TRX-000669,2022-06-28 23:00:00,Fashion,Europe,2934.47,1,0.13,0.14,Credit Card,4.2,410.83
TRX-000670,2022-04-13 15:00:00,Electronics,Europe,1609.1,7,0.17,0.36,Bank Transfer,1.7,579.28
TRX-000671,2023-01-02 02:00:00,Home & Kitchen,Latin America,1535.81,7,0.29,0.39,Credit Card,2.0,598.97
TRX-000672,2022-02-05 10:00:00,Sports,Latin America,4286.99,2,0.29,0.19,Bank Transfer,2.9,814.53
TRX-000673,2022-09-30 07:00:00,Home & Kitchen,Asia-Pacific,4609.54,7,0.19,0.24,Crypto,2.2,1106.29
TRX-000674,2022-01-13 03:00:00,Sports,Asia-Pacific,1995.93,9,0.14,0.19,Crypto,2.3,379.23
TRX-000675,2022-11-24 14:00:00,Books,Middle East,2532.22,8,0.01,0.19,Crypto,1.3,481.12
TRX-000676,2022-05-01 20:00:00,Sports,Middle East,764.29,4,0.29,0.17,Bank Transfer,2.7,129.93
TRX-000677,2023-01-14 02:00:00,Beauty,North America,3370.15,5,0.22,0.36,Bank Transfer,3.5,1213.25
TRX-000678,2022-02-19 01:00:00,Beauty,North America,973.98,2,0.25,0.09,Credit Card,2.5,87.66
TRX-000679,2022-04-20 04:00:00,Home & Kitchen,Latin America,2064.27,9,0.05,0.11,Credit Card,1.8,227.07
TRX-000680,2022-10-29 19:00:00,Home & Kitchen,Middle East,3429.18,5,0.24,0.12,PayPal,3.2,411.5
TRX-000681,2022-10-25 14:00:00,Beauty,Europe,1232.77,6,0.2,0.29,PayPal,4.0,357.5
TRX-000682,2022-08-26 01:00:00,Beauty,Latin America,4226.29,7,0.24,0.13,Bank Transfer,2.6,549.42
TRX-000683,2022-01-12 23:00:00,Beauty,Middle East,2611.47,9,0.29,0.13,PayPal,2.2,339.49
TRX-000684,2022-12-24 09:00:00,Home & Kitchen,Latin America,2851.94,9,0.07,0.13,Credit Card,1.3,370.75
TRX-000685,2022-12-11 12:00:00,Home & Kitchen,Middle East,332.97,8,0.11,0.23,Crypto,3.7,76.58
TRX-000686,2022-11-10 18:00:00,Electronics,Middle East,841.86,1,0.13,0.31,PayPal,2.2,260.98
TRX-000687,2022-09-02 23:00:00,Fashion,Latin America,2642.39,5,0.11,0.09,Bank Transfer,1.2,237.82
TRX-000688,2022-07-13 08:00:00,Fashion,Asia-Pacific,291.14,3,0.25,0.35,Bank Transfer,4.1,101.9
TRX-000689,2022-09-19 20:00:00,Fashion,Middle East,4781.88,9,0.26,0.16,Credit Card,3.3,765.1
TRX-000690,2022-04-20 15:00:00,Home & Kitchen,Asia-Pacific,3144.63,5,0.12,0.09,Credit Card,2.1,283.02
TRX-000691,2022-08-20 18:00:00,Electronics,Asia-Pacific,4201.35,8,0.11,0.34,Credit Card,4.7,1428.46
TRX-000692,2022-09-11 18:00:00,Sports,Asia-Pacific,3158.18,4,0.1,0.23,Credit Card,3.2,726.38
TRX-000693,2022-03-14 01:00:00,Electronics,Europe,1075.84,6,0.07,0.37,Crypto,3.6,398.06
TRX-000694,2022-11-05 06:00:00,Electronics,Middle East,4221.66,2,0.02,0.3,Credit Card,2.9,1266.5
TRX-000695,2022-03-03 09:00:00,Books,Europe,2265.34,5,0.19,0.37,Bank Transfer,4.1,838.18
TRX-000696,2022-06-07 03:00:00,Books,Latin America,95.41,2,0.26,0.35,PayPal,1.7,33.39
TRX-000697,2022-06-08 07:00:00,Beauty,North America,55.98,3,0.25,0.3,Bank Transfer,1.3,16.79
TRX-000698,2022-02-05 04:00:00,Sports,Latin America,699.07,3,0.13,0.08,Crypto,3.4,55.93
TRX-000699,2022-03-08 10:00:00,Books,North America,2259.11,1,0.02,0.16,Crypto,3.8,361.46
TRX-000700,2022-11-17 02:00:00,Sports,Europe,570.82,1,0.27,0.29,PayPal,3.6,165.54
TRX-000701,2023-01-28 13:00:00,Books,Asia-Pacific,2842.67,5,0.19,0.27,PayPal,3.9,767.52
TRX-000702,2022-08-14 02:00:00,Sports,Middle East,919.93,3,0.16,0.08,Bank Transfer,3.9,73.59
TRX-000703,2022-11-10 06:00:00,Home & Kitchen,Latin America,3191.74,1,0.06,0.3,Bank Transfer,4.1,957.52
TRX-000704,2022-02-12 13:00:00,Electronics,Latin America,1842.47,4,0.02,0.13,PayPal,2.3,239.52
TRX-000705,2022-08-26 05:00:00,Sports,Middle East,2527.63,6,0.14,0.25,Bank Transfer,4.3,631.91
TRX-000706,2023-02-05 13:00:00,Books,Asia-Pacific,1732.82,1,0.1,0.28,Bank Transfer,4.9,485.19
TRX-000707,2022-09-05 04:00:00,Electronics,North America,3266.26,7,0.28,0.39,Credit Card,2.6,1273.84
TRX-000708,2022-09-03 21:00:00,Books,Asia-Pacific,2111.58,4,0.21,0.11,PayPal,2.3,232.27
TRX-000709,2022-10-04 11:00:00,Books,Asia-Pacific,3117.9,2,0.16,0.13,PayPal,4.5,405.33
TRX-000710,2022-03-30 00:00:00,Home & Kitchen,Europe,3864.43,9,0.08,0.1,Bank Transfer,3.8,386.44
TRX-000711,2022-03-08 03:00:00,Beauty,Latin America,2966.04,5,0.16,0.23,Credit Card,4.0,682.19
TRX-000712,2022-09-24 06:00:00,Electronics,Middle East,2304.16,5,0.28,0.4,Crypto,2.5,921.66
TRX-000713,2023-02-09 05:00:00,Home & Kitchen,Latin America,4437.51,3,0.13,0.39,Credit Card,3.6,1730.63
TRX-000714,2022-11-17 08:00:00,Home & Kitchen,Europe,4963.27,6,0.09,0.33,Bank Transfer,1.2,1637.88
TRX-000715,2023-02-04 06:00:00,Books,Latin America,533.75,2,0.13,0.23,Crypto,4.3,122.76
TRX-000716,2022-05-13 15:00:00,Sports,Middle East,597.87,6,0.03,0.32,Credit Card,3.2,191.32
TRX-000717,2022-01-10 04:00:00,Books,Middle East,4293.38,5,0.04,0.09,Credit Card,3.0,386.4
TRX-000718,2022-02-07 05:00:00,Home & Kitchen,Latin America,4933.58,2,0.02,0.12,Crypto,1.9,592.03
TRX-000719,2022-12-17 00:00:00,Sports,North America,1768.97,5,0.05,0.13,PayPal,3.5,229.97
TRX-000720,2022-05-17 15:00:00,Beauty,Middle East,4997.61,1,0.0,0.26,Credit Card,3.2,1299.38
TRX-000721,2022-06-01 22:00:00,Home & Kitchen,Middle East,1409.03,6,0.18,0.19,PayPal,2.4,267.72
TRX-000722,2022-09-27 20:00:00,Beauty,Middle East,2935.21,6,0.12,0.17,Credit Card,1.4,498.99
TRX-000723,2023-01-31 15:00:00,Sports,Europe,134.71,5,0.06,0.12,Credit Card,1.9,16.17
TRX-000724,2022-01-21 16:00:00,Fashion,Europe,3943.1,8,0.29,0.13,Credit Card,2.1,512.6
TRX-000725,2022-06-24 16:00:00,Beauty,Asia-Pacific,256.41,7,0.12,0.38,PayPal,3.2,97.44
TRX-000726,2023-02-04 20:00:00,Beauty,North America,3822.02,6,0.04,0.07,Crypto,1.8,267.54
TRX-000727,2022-07-14 03:00:00,Beauty,Asia-Pacific,4376.67,6,0.17,0.31,Crypto,3.0,1356.77
TRX-000728,2022-11-13 10:00:00,Sports,North America,457.83,9,0.21,0.4,Credit Card,5.0,183.13
TRX-000729,2022-05-19 13:00:00,Electronics,Europe,1423.83,9,0.1,0.34,Bank Transfer,3.8,484.1
TRX-000730,2022-11-27 01:00:00,Home & Kitchen,Asia-Pacific,1923.36,6,0.21,0.17,Crypto,4.6,326.97
TRX-000731,2022-08-21 03:00:00,Fashion,Europe,421.6,3,0.12,0.1,PayPal,4.2,42.16
TRX-000732,2022-04-01 12:00:00,Books,Asia-Pacific,3239.0,9,0.27,0.11,Crypto,4.4,356.29
TRX-000733,2022-04-04 08:00:00,Home & Kitchen,Asia-Pacific,4824.45,4,0.19,0.17,PayPal,2.9,820.16
TRX-000734,2022-10-30 20:00:00,Beauty,Middle East,2801.28,1,0.01,0.1,PayPal,4.8,280.13
TRX-000735,2023-02-13 23:00:00,Sports,Asia-Pacific,1141.82,8,0.12,0.12,Credit Card,4.9,137.02
TRX-000736,2022-09-05 15:00:00,Books,Asia-Pacific,660.96,2,0.07,0.19,Crypto,1.4,125.58
TRX-000737,2022-02-24 16:00:00,Electronics,Middle East,2969.96,7,0.01,0.3,PayPal,4.8,890.99
TRX-000738,2022-11-08 09:00:00,Fashion,Latin America,4455.88,7,0.15,0.12,Crypto,3.7,534.71
TRX-000739,2022-01-29 08:00:00,Fashion,North America,1554.94,6,0.08,0.29,Crypto,3.5,450.93
TRX-000740,2022-08-24 15:00:00,Sports,Europe,2941.04,5,0.05,0.2,Crypto,4.6,588.21
TRX-000741,2022-01-08 08:00:00,Books,North America,1472.37,3,0.16,0.08,PayPal,2.5,117.79
TRX-000742,2022-05-08 08:00:00,Sports,Europe,2063.4,7,0.3,0.22,PayPal,3.3,453.95
TRX-000743,2022-06-27 16:00:00,Home & Kitchen,Latin America,461.0,2,0.29,0.28,Crypto,2.2,129.08
TRX-000744,2022-01-07 01:00:00,Fashion,Asia-Pacific,2670.94,9,0.12,0.09,Credit Card,4.2,240.38
TRX-000745,2022-07-28 03:00:00,Sports,Middle East,2699.62,6,0.3,0.13,Credit Card,3.0,350.95
TRX-000746,2022-02-27 05:00:00,Electronics,North America,2627.19,2,0.14,0.19,PayPal,2.0,499.17
TRX-000747,2022-11-03 14:00:00,Books,North America,357.87,4,0.24,0.24,Credit Card,4.3,85.89
TRX-000748,2022-05-22 13:00:00,Sports,Europe,3823.34,5,0.23,0.11,PayPal,3.1,420.57
TRX-000749,2022-08-04 08:00:00,Sports,North America,896.85,2,0.24,0.11,Crypto,1.6,98.65
TRX-000750,2022-03-05 21:00:00,Electronics,Latin America,1920.88,3,0.23,0.3,Credit Card,2.1,576.26
TRX-000751,2022-04-25 03:00:00,Sports,North America,4776.35,9,0.24,0.18,Crypto,3.3,859.74
TRX-000752,2022-07-10 15:00:00,Books,Europe,3382.61,1,0.25,0.3,Credit Card,1.7,1014.78
TRX-000753,2022-11-21 16:00:00,Sports,North America,32.56,1,0.02,0.38,Credit Card,3.4,12.37
TRX-000754,2022-08-15 20:00:00,Sports,Europe,2435.8,7,0.24,0.09,Crypto,4.7,219.22
TRX-000755,2022-12-13 04:00:00,Home & Kitchen,North America,3848.7,8,0.17,0.08,Credit Card,2.6,307.9
TRX-000756,2022-12-08 09:00:00,Electronics,Asia-Pacific,3162.31,4,0.08,0.31,Credit Card,1.2,980.32
TRX-000757,2022-02-01 14:00:00,Home & Kitchen,Latin America,3219.45,3,0.21,0.21,PayPal,3.4,676.08
TRX-000758,2022-09-03 05:00:00,Fashion,Middle East,3572.27,7,0.29,0.14,PayPal,4.0,500.12
TRX-000759,2022-06-17 00:00:00,Beauty,North America,4922.17,5,0.13,0.27,Crypto,1.9,1328.99
TRX-000760,2022-09-13 08:00:00,Books,Asia-Pacific,358.93,4,0.15,0.11,PayPal,2.6,39.48
TRX-000761,2022-04-16 16:00:00,Books,Middle East,473.35,9,0.14,0.34,Crypto,4.1,160.94
TRX-000762,2022-01-19 05:00:00,Beauty,Asia-Pacific,4118.54,6,0.03,0.25,PayPal,4.9,1029.64
TRX-000763,2023-01-03 12:00:00,Electronics,Europe,109.93,4,0.15,0.15,Credit Card,2.5,16.49
TRX-000764,2022-11-19 04:00:00,Home & Kitchen,North America,2953.11,8,0.25,0.07,PayPal,2.5,206.72
TRX-000765,2022-04-21 11:00:00,Electronics,North America,35.54,2,0.12,0.29,Bank Transfer,2.2,10.31
TRX-000766,2022-08-14 21:00:00,Home & Kitchen,Asia-Pacific,1831.71,3,0.25,0.2,Credit Card,4.8,366.34
TRX-000767,2022-01-15 02:00:00,Home & Kitchen,Middle East,1185.36,7,0.3,0.11,Bank Transfer,2.5,130.39
TRX-000768,2022-01-14 18:00:00,Electronics,Europe,1002.68,7,0.05,0.3,Bank Transfer,4.5,300.8
TRX-000769,2022-09-29 19:00:00,Home & Kitchen,Middle East,3245.21,6,0.28,0.06,PayPal,3.2,194.71
TRX-000770,2022-12-26 18:00:00,Home & Kitchen,North America,2967.5,1,0.14,0.13,Credit Card,2.5,385.78
TRX-000771,2022-01-12 11:00:00,Books,Latin America,3806.9,6,0.2,0.15,Crypto,3.9,571.04
TRX-000772,2022-04-30 19:00:00,Electronics,North America,3102.37,7,0.23,0.28,PayPal,1.3,868.66
TRX-000773,2022-10-31 01:00:00,Sports,Asia-Pacific,3374.14,9,0.1,0.17,Bank Transfer,4.4,573.6
TRX-000774,2022-09-15 14:00:00,Home & Kitchen,Middle East,1551.56,3,0.03,0.27,Credit Card,1.1,418.92
TRX-000775,2022-03-17 03:00:00,Books,Latin America,452.63,2,0.12,0.29,PayPal,1.1,131.26
TRX-000776,2022-09-24 19:00:00,Sports,Latin America,292.5,2,0.15,0.34,Crypto,2.3,99.45
TRX-000777,2022-05-25 05:00:00,Books,Middle East,2507.75,8,0.08,0.19,Crypto,1.4,476.47
TRX-000778,2022-10-27 00:00:00,Fashion,Latin America,1263.21,2,0.26,0.4,Credit Card,1.7,505.28
TRX-000779,2023-02-12 12:00:00,Electronics,Latin America,3339.02,2,0.02,0.14,Credit Card,1.9,467.46
TRX-000780,2022-09-24 02:00:00,Fashion,North America,3661.05,7,0.26,0.06,Credit Card,2.4,219.66
TRX-000781,2022-07-02 10:00:00,Electronics,Asia-Pacific,4058.83,2,0.03,0.32,Credit Card,4.3,1298.83
TRX-000782,2022-10-23 00:00:00,Books,Europe,803.86,8,0.14,0.23,Bank Transfer,2.5,184.89
TRX-000783,2022-10-19 15:00:00,Fashion,Asia-Pacific,4205.01,4,0.2,0.13,Credit Card,3.3,546.65
TRX-000784,2022-02-05 04:00:00,Beauty,Europe,4797.57,4,0.27,0.13,PayPal,2.9,623.68
TRX-000785,2022-07-11 15:00:00,Beauty,Asia-Pacific,894.4,9,0.01,0.19,Bank Transfer,2.4,169.94
TRX-000786,2022-04-18 04:00:00,Sports,North America,3512.82,6,0.27,0.38,Crypto,2.0,1334.87
TRX-000787,2022-06-13 13:00:00,Electronics,Europe,1315.79,2,0.16,0.39,PayPal,1.7,513.16
TRX-000788,2022-03-09 18:00:00,Books,Asia-Pacific,284.35,8,0.14,0.28,Credit Card,2.5,79.62
TRX-000789,2022-03-28 22:00:00,Fashion,North America,2835.32,5,0.07,0.39,Credit Card,2.5,1105.77
TRX-000790,2022-09-09 13:00:00,Home & Kitchen,Middle East,2430.61,7,0.1,0.05,Credit Card,3.2,121.53
TRX-000791,2022-01-20 17:00:00,Fashion,Europe,4534.77,4,0.13,0.05,Credit Card,2.3,226.74
TRX-000792,2023-01-04 22:00:00,Electronics,North America,4702.76,1,0.09,0.33,PayPal,4.5,1551.91
TRX-000793,2022-05-29 06:00:00,Sports,Europe,504.15,3,0.28,0.13,Crypto,2.2,65.54
TRX-000794,2022-07-27 12:00:00,Sports,Europe,2825.84,4,0.01,0.22,Crypto,3.9,621.68
TRX-000795,2022-07-07 17:00:00,Books,Latin America,3667.41,1,0.1,0.24,Credit Card,2.4,880.18
TRX-000796,2022-03-15 01:00:00,Home & Kitchen,Middle East,820.19,3,0.15,0.18,Credit Card,1.4,147.63
TRX-000797,2022-07-15 15:00:00,Books,Europe,3690.6,5,0.3,0.16,PayPal,2.6,590.5
TRX-000798,2022-09-20 13:00:00,Electronics,Latin America,2030.73,5,0.28,0.05,Crypto,1.9,101.54
TRX-000799,2023-02-17 19:00:00,Home & Kitchen,Asia-Pacific,3547.9,3,0.09,0.35,PayPal,4.0,1241.76
TRX-000800,2022-09-08 12:00:00,Fashion,Europe,2119.2,4,0.28,0.07,Bank Transfer,1.4,148.34
TRX-000801,2022-04-05 00:00:00,Beauty,North America,709.2,2,0.02,0.36,Crypto,1.9,255.31
TRX-000802,2022-02-05 10:00:00,Sports,Middle East,2352.4,1,0.24,0.11,Crypto,2.7,258.76
TRX-000803,2022-01-18 14:00:00,Books,North America,3625.4,6,0.21,0.05,PayPal,1.9,181.27
TRX-000804,2022-10-09 02:00:00,Home & Kitchen,Latin America,3125.19,2,0.04,0.18,Credit Card,1.8,562.53
TRX-000805,2022-06-10 11:00:00,Home & Kitchen,Latin America,975.93,2,0.02,0.19,Bank Transfer,1.7,185.43
TRX-000806,2022-08-21 15:00:00,Beauty,Middle East,68.94,1,0.26,0.39,Credit Card,1.8,26.89
TRX-000807,2022-02-10 03:00:00,Electronics,Europe,3810.56,9,0.16,0.29,Credit Card,3.7,1105.06
TRX-000808,2022-06-21 08:00:00,Home & Kitchen,Middle East,1254.96,7,0.25,0.23,Bank Transfer,1.9,288.64
TRX-000809,2022-02-28 17:00:00,Books,Europe,2947.83,7,0.13,0.07,PayPal,1.5,206.35
TRX-000810,2022-09-25 11:00:00,Fashion,North America,333.05,8,0.26,0.17,Crypto,4.8,56.62
TRX-000811,2022-07-14 16:00:00,Home & Kitchen,Europe,2775.99,9,0.05,0.07,Crypto,4.8,194.32
TRX-000812,2022-04-27 20:00:00,Sports,North America,3177.13,5,0.21,0.26,Bank Transfer,1.7,826.05
TRX-000813,2022-02-07 01:00:00,Fashion,Middle East,4043.98,6,0.05,0.09,Crypto,4.8,363.96
TRX-000814,2022-11-05 12:00:00,Fashion,Middle East,2068.36,2,0.22,0.18,Credit Card,2.9,372.3
TRX-000815,2022-02-24 19:00:00,Electronics,Asia-Pacific,3153.21,1,0.13,0.1,Crypto,1.5,315.32
TRX-000816,2022-06-16 18:00:00,Electronics,Europe,1993.9,2,0.24,0.09,Credit Card,3.5,179.45
TRX-000817,2022-03-02 04:00:00,Beauty,North America,4950.95,1,0.13,0.09,Credit Card,4.1,445.59
TRX-000818,2022-12-20 13:00:00,Books,Middle East,4947.39,4,0.01,0.2,Crypto,4.2,989.48
TRX-000819,2022-07-25 02:00:00,Home & Kitchen,Europe,1976.04,9,0.05,0.3,Crypto,2.9,592.81
TRX-000820,2022-12-23 16:00:00,Fashion,North America,789.75,2,0.23,0.12,PayPal,1.3,94.77
TRX-000821,2022-01-31 03:00:00,Fashion,Latin America,3569.17,1,0.21,0.36,Crypto,1.6,1284.9
TRX-000822,2022-11-08 07:00:00,Books,Latin America,4253.43,6,0.14,0.34,Crypto,2.2,1446.17
TRX-000823,2022-02-17 09:00:00,Beauty,Middle East,2429.93,8,0.1,0.35,Bank Transfer,4.2,850.48
TRX-000824,2022-06-28 05:00:00,Books,Latin America,3903.95,7,0.12,0.3,Crypto,3.8,1171.18
TRX-000825,2022-10-27 08:00:00,Beauty,Asia-Pacific,260.62,3,0.22,0.25,Credit Card,3.9,65.16
TRX-000826,2022-02-09 15:00:00,Sports,Latin America,4323.07,2,0.03,0.1,Crypto,4.1,432.31
TRX-000827,2022-01-29 02:00:00,Home & Kitchen,Middle East,3536.0,8,0.05,0.23,Bank Transfer,3.0,813.28
TRX-000828,2023-02-14 18:00:00,Home & Kitchen,Latin America,288.04,9,0.09,0.1,PayPal,2.5,28.8
TRX-000829,2022-04-07 19:00:00,Fashion,Europe,954.69,8,0.01,0.25,Credit Card,3.6,238.67
TRX-000830,2022-09-24 02:00:00,Fashion,Middle East,3845.71,8,0.17,0.19,Credit Card,4.5,730.68
TRX-000831,2022-12-23 07:00:00,Electronics,Middle East,3017.94,7,0.14,0.33,Crypto,3.1,995.92
TRX-000832,2023-01-27 11:00:00,Books,Europe,2891.84,6,0.14,0.21,Bank Transfer,4.9,607.29
TRX-000833,2022-05-13 03:00:00,Beauty,Latin America,264.35,5,0.07,0.17,PayPal,4.1,44.94
TRX-000834,2023-01-20 13:00:00,Books,Asia-Pacific,4073.25,7,0.05,0.11,Bank Transfer,1.4,448.06
TRX-000835,2022-02-22 15:00:00,Sports,Europe,2098.51,7,0.23,0.21,Credit Card,1.8,440.69
TRX-000836,2022-02-10 11:00:00,Fashion,Middle East,3595.11,7,0.04,0.06,Bank Transfer,3.7,215.71
TRX-000837,2022-04-17 18:00:00,Home & Kitchen,North America,4496.74,4,0.24,0.2,Crypto,2.9,899.35
TRX-000838,2022-10-25 05:00:00,Electronics,Asia-Pacific,3031.38,1,0.29,0.34,PayPal,3.7,1030.67
TRX-000839,2022-03-01 01:00:00,Beauty,Latin America,3195.32,7,0.23,0.25,Credit Card,1.9,798.83
TRX-000840,2022-05-28 20:00:00,Electronics,North America,3100.16,9,0.23,0.24,Bank Transfer,3.2,744.04
TRX-000841,2022-01-13 13:00:00,Beauty,Latin America,1071.08,3,0.22,0.08,PayPal,3.4,85.69
TRX-000842,2022-11-20 20:00:00,Home & Kitchen,Asia-Pacific,2390.83,7,0.22,0.26,Crypto,1.5,621.62
TRX-000843,2022-05-24 20:00:00,Beauty,North America,4119.81,2,0.21,0.09,Crypto,3.3,370.78
TRX-000844,2022-12-14 16:00:00,Home & Kitchen,Asia-Pacific,4378.07,5,0.05,0.06,Bank Transfer,5.0,262.68
TRX-000845,2022-10-10 22:00:00,Electronics,North America,1776.5,1,0.07,0.3,Bank Transfer,1.5,532.95
TRX-000846,2022-02-22 20:00:00,Home & Kitchen,Asia-Pacific,1508.8,4,0.01,0.17,Credit Card,3.3,256.5
TRX-000847,2022-12-25 01:00:00,Beauty,Latin America,791.13,9,0.09,0.2,Crypto,2.7,158.23
TRX-000848,2022-01-24 13:00:00,Sports,North America,1629.69,3,0.24,0.34,PayPal,2.1,554.09
TRX-000849,2022-12-11 13:00:00,Sports,North America,1400.99,3,0.04,0.11,PayPal,1.7,154.11
TRX-000850,2022-04-25 09:00:00,Beauty,Asia-Pacific,3655.69,9,0.08,0.11,Credit Card,4.1,402.13
TRX-000851,2023-01-29 22:00:00,Fashion,North America,4090.67,4,0.23,0.14,Credit Card,2.8,572.69
TRX-000852,2022-11-03 02:00:00,Books,Latin America,4568.97,7,0.24,0.14,Credit Card,4.0,639.66
TRX-000853,2022-10-14 11:00:00,Sports,North America,4945.22,2,0.24,0.12,Crypto,1.8,593.43
TRX-000854,2022-06-19 18:00:00,Electronics,Europe,4709.57,5,0.03,0.06,PayPal,4.6,282.57
TRX-000855,2022-09-04 10:00:00,Books,Middle East,3998.36,1,0.09,0.22,Crypto,4.4,879.64
TRX-000856,2022-11-19 06:00:00,Sports,Europe,2669.35,8,0.01,0.29,PayPal,3.9,774.11
TRX-000857,2022-06-17 04:00:00,Beauty,Middle East,4565.92,5,0.27,0.19,Crypto,4.3,867.52
TRX-000858,2022-12-16 10:00:00,Fashion,Asia-Pacific,1271.76,3,0.22,0.07,Bank Transfer,3.0,89.02
TRX-000859,2023-02-20 08:00:00,Home & Kitchen,North America,4618.36,8,0.23,0.24,PayPal,1.1,1108.41
TRX-000860,2022-05-27 01:00:00,Beauty,North America,134.99,6,0.14,0.37,Credit Card,2.3,49.95
TRX-000861,2023-01-11 03:00:00,Home & Kitchen,North America,1408.69,4,0.25,0.16,PayPal,2.0,225.39
TRX-000862,2022-07-02 16:00:00,Beauty,Latin America,350.17,5,0.25,0.34,Credit Card,1.7,119.06
